Decimal_YR,East(m),North(m),Vert(m),East_sig(m),North_sig(m),Vert_sig(m),East_North_cor,East_Vert_cor,North_Vert_cor,Time in Seconds past J2000,YEAR,MM,DD,HR,MN,SS
2011.14031485,0.128133,-0.015116,-0.021407,0.000474,0.000583,0.001751,-0.026862,0.089631,-0.019906,351561600.00,2011,2,21,12,0,0
2011.14305270,0.130224,-0.016704,-0.028194,0.000473,0.000581,0.001744,-0.033328,0.111916,-0.031074,351648000.00,2011,2,22,12,0,0
2011.14579055,0.129627,-0.015832,-0.031561,0.000484,0.000598,0.001788,-0.035090,0.124010,-0.029262,351734400.00,2011,2,23,12,0,0
2011.14852841,0.130020,-0.016385,-0.021546,0.000476,0.000585,0.001755,-0.027896,0.072837,-0.027097,351820800.00,2011,2,24,12,0,0
2011.15126626,0.131031,-0.016369,-0.018034,0.000473,0.000587,0.001755,-0.031066,0.122748,-0.034853,351907200.00,2011,2,25,12,0,0
2011.15400411,0.130579,-0.015212,-0.018161,0.000478,0.000588,0.001775,-0.027345,0.115748,-0.025210,351993600.00,2011,2,26,12,0,0
2011.15674196,0.130441,-0.014102,-0.019847,0.000472,0.000582,0.001749,-0.031806,0.112685,-0.023440,352080000.00,2011,2,27,12,0,0
2011.15947981,0.128108,-0.013521,-0.023026,0.000473,0.000584,0.001751,-0.031321,0.079153,-0.029009,352166400.00,2011,2,28,12,0,0
2011.16221766,0.130913,-0.012121,-0.024855,0.000474,0.000584,0.001749,-0.027116,0.053774,-0.010320,352252800.00,2011,3,1,12,0,0
2011.16495551,0.128389,-0.014607,-0.028941,0.000474,0.000581,0.001749,-0.032775,0.062323,-0.036797,352339200.00,2011,3,2,12,0,0
2011.16769336,0.130084,-0.016605,-0.031210,0.000474,0.000580,0.001756,-0.025882,0.049676,-0.035472,352425600.00,2011,3,3,12,0,0
2011.17043121,0.128289,-0.016848,-0.028314,0.000472,0.000580,0.001754,-0.035753,0.098507,-0.031594,352512000.00,2011,3,4,12,0,0
2011.17316906,0.129322,-0.016642,-0.030409,0.000472,0.000581,0.001747,-0.034105,0.089562,-0.022424,352598400.00,2011,3,5,12,0,0
2011.17590691,0.128765,-0.016806,-0.036482,0.000475,0.000582,0.001758,-0.020779,0.076710,-0.028596,352684800.00,2011,3,6,12,0,0
2011.17864476,0.129103,-0.013800,-0.036586,0.000476,0.000584,0.001765,-0.028108,0.048935,-0.019295,352771200.00,2011,3,7,12,0,0
2011.18138261,0.127952,-0.016066,-0.041859,0.000474,0.000579,0.001753,-0.027772,0.052919,-0.027717,352857600.00,2011,3,8,12,0,0
2011.18412047,0.127860,-0.015220,-0.044178,0.000477,0.000583,0.001781,-0.034429,0.114228,-0.032241,352944000.00,2011,3,9,12,0,0
2011.18685832,0.127496,-0.016103,-0.030401,0.000482,0.000599,0.001793,-0.049828,0.169282,-0.046539,353030400.00,2011,3,10,12,0,0
2011.18959617,0.128722,-0.016013,-0.026147,0.000516,0.000643,0.001919,-0.054795,0.156627,-0.052600,353116800.00,2011,3,11,12,0,0
2011.19233402,0.127027,-0.016202,-0.021496,0.000477,0.000590,0.001781,-0.034852,0.124237,-0.042664,353203200.00,2011,3,12,12,0,0
2011.19507187,0.126238,-0.015862,-0.025837,0.000478,0.000590,0.001782,-0.038125,0.084631,-0.028432,353289600.00,2011,3,13,12,0,0
2011.19780972,0.127241,-0.015037,-0.033265,0.000473,0.000584,0.001752,-0.036430,0.093487,-0.032882,353376000.00,2011,3,14,12,0,0
2011.20054757,0.128348,-0.017816,-0.030890,0.000479,0.000590,0.001788,-0.035834,0.181897,-0.043754,353462400.00,2011,3,15,12,0,0
2011.20328542,0.125205,-0.017450,-0.024485,0.000497,0.000605,0.001821,-0.048925,0.165175,-0.038387,353548800.00,2011,3,16,12,0,0
2011.20602327,0.125747,-0.017373,-0.023956,0.000477,0.000590,0.001773,-0.033223,0.110506,-0.021235,353635200.00,2011,3,17,12,0,0
2011.20876112,0.125276,-0.015731,-0.024660,0.000478,0.000596,0.001785,-0.028147,0.118972,-0.014188,353721600.00,2011,3,18,12,0,0
2011.21149897,0.127042,-0.015590,-0.035027,0.000475,0.000588,0.001758,-0.023305,0.090736,-0.020234,353808000.00,2011,3,19,12,0,0
2011.21423682,0.127274,-0.014249,-0.038509,0.000471,0.000586,0.001745,-0.030842,0.086713,-0.026706,353894400.00,2011,3,20,12,0,0
2011.21697467,0.127400,-0.011738,-0.031984,0.000490,0.000609,0.001813,-0.029803,0.125246,-0.037583,353980800.00,2011,3,21,12,0,0
2011.21971253,0.126014,-0.016355,-0.024460,0.000492,0.000612,0.001803,-0.036274,0.144160,-0.029517,354067200.00,2011,3,22,12,0,0
2011.22245038,0.126879,-0.014266,-0.025471,0.000477,0.000596,0.001779,-0.025611,0.094559,-0.008737,354153600.00,2011,3,23,12,0,0
2011.22518823,0.127238,-0.016033,-0.030301,0.000475,0.000589,0.001765,-0.022051,0.056434,-0.012353,354240000.00,2011,3,24,12,0,0
2011.22792608,0.126859,-0.015870,-0.030667,0.000473,0.000593,0.001759,-0.010292,0.025625,-0.008266,354326400.00,2011,3,25,12,0,0
2011.23066393,0.125638,-0.015710,-0.030767,0.000474,0.000591,0.001755,-0.023279,0.039895,0.002519,354412800.00,2011,3,26,12,0,0
2011.23340178,0.125448,-0.016386,-0.026959,0.000473,0.000584,0.001746,-0.034280,0.093164,0.000249,354499200.00,2011,3,27,12,0,0
2011.23613963,0.126019,-0.016897,-0.026926,0.000479,0.000593,0.001780,-0.030273,0.116062,-0.009469,354585600.00,2011,3,28,12,0,0
2011.23887748,0.127598,-0.019132,-0.026231,0.000487,0.000615,0.001843,-0.018669,0.102788,-0.003504,354672000.00,2011,3,29,12,0,0
2011.24161533,0.126231,-0.015701,-0.031658,0.000475,0.000597,0.001778,-0.024080,0.043828,-0.010105,354758400.00,2011,3,30,12,0,0
2011.24435318,0.126555,-0.014862,-0.023423,0.000477,0.000603,0.001789,-0.017719,0.120866,0.019388,354844800.00,2011,3,31,12,0,0
2011.24709103,0.124108,-0.017417,-0.014725,0.000477,0.000603,0.001793,-0.038866,0.131626,0.001738,354931200.00,2011,4,1,12,0,0
2011.24982888,0.123571,-0.015806,-0.013669,0.000484,0.000610,0.001807,-0.050066,0.110088,-0.024773,355017600.00,2011,4,2,12,0,0
2011.25256674,0.127477,-0.016448,-0.020747,0.000477,0.000606,0.001803,-0.032616,0.136337,0.016417,355104000.00,2011,4,3,12,0,0
2011.25530459,0.127520,-0.018094,-0.014841,0.000482,0.000606,0.001821,-0.034082,0.159612,-0.012142,355190400.00,2011,4,4,12,0,0
2011.25804244,0.125485,-0.017647,-0.018477,0.000484,0.000602,0.001815,-0.041905,0.102613,-0.014857,355276800.00,2011,4,5,12,0,0
2011.26078029,0.125046,-0.015626,-0.022875,0.000487,0.000608,0.001820,-0.059679,0.151664,0.001550,355363200.00,2011,4,6,12,0,0
2011.26351814,0.124722,-0.014809,-0.028599,0.000477,0.000592,0.001768,-0.030284,0.059361,-0.023150,355449600.00,2011,4,7,12,0,0
2011.26625599,0.126491,-0.015277,-0.029488,0.000474,0.000586,0.001759,-0.028361,0.100176,-0.004906,355536000.00,2011,4,8,12,0,0
2011.26899384,0.124963,-0.018090,-0.028107,0.000476,0.000593,0.001769,-0.032304,0.098253,-0.000108,355622400.00,2011,4,9,12,0,0
2011.27173169,0.126178,-0.015165,-0.026169,0.000485,0.000615,0.001829,-0.020179,0.169302,-0.014228,355708800.00,2011,4,10,12,0,0
2011.27446954,0.124230,-0.017430,-0.021846,0.000502,0.000645,0.001949,-0.005562,0.159070,-0.022724,355795200.00,2011,4,11,12,0,0
2011.27720739,0.124782,-0.015796,-0.024923,0.000493,0.000625,0.001872,-0.019936,0.103617,-0.035095,355881600.00,2011,4,12,12,0,0
2011.27994524,0.124799,-0.013699,-0.031386,0.000479,0.000597,0.001807,-0.037452,0.038153,0.007825,355968000.00,2011,4,13,12,0,0
2011.28268309,0.124972,-0.013257,-0.028580,0.000480,0.000596,0.001798,-0.034293,0.067352,-0.001948,356054400.00,2011,4,14,12,0,0
2011.28542094,0.126344,-0.013287,-0.032854,0.000476,0.000590,0.001782,-0.026410,0.137421,-0.009110,356140800.00,2011,4,15,12,0,0
2011.28815880,0.127363,-0.013286,-0.023729,0.000478,0.000593,0.001803,-0.027334,0.102695,-0.028284,356227200.00,2011,4,16,12,0,0
2011.29089665,0.123806,-0.016586,-0.021238,0.000477,0.000592,0.001788,-0.024398,0.103221,-0.024857,356313600.00,2011,4,17,12,0,0
2011.29363450,0.123701,-0.016793,-0.023703,0.000475,0.000589,0.001777,-0.026664,0.075746,-0.015161,356400000.00,2011,4,18,12,0,0
2011.29637235,0.124476,-0.014612,-0.026598,0.000478,0.000589,0.001791,-0.029827,0.100307,0.004652,356486400.00,2011,4,19,12,0,0
2011.29911020,0.123956,-0.016631,-0.023592,0.000479,0.000594,0.001797,-0.016601,0.082701,-0.016977,356572800.00,2011,4,20,12,0,0
2011.30184805,0.122948,-0.014487,-0.029861,0.000492,0.000609,0.001842,-0.024980,0.060858,-0.028670,356659200.00,2011,4,21,12,0,0
2011.30458590,0.123711,-0.014922,-0.030708,0.000474,0.000589,0.001772,-0.032910,0.137319,-0.033501,356745600.00,2011,4,22,12,0,0
2011.30732375,0.124246,-0.018244,-0.026572,0.000475,0.000592,0.001786,-0.034894,0.118316,-0.039460,356832000.00,2011,4,23,12,0,0
2011.31006160,0.124286,-0.016569,-0.023813,0.000476,0.000593,0.001791,-0.035046,0.075634,-0.025758,356918400.00,2011,4,24,12,0,0
2011.31279945,0.124859,-0.014199,-0.022033,0.000474,0.000592,0.001786,-0.029029,0.080854,-0.022047,357004800.00,2011,4,25,12,0,0
2011.31553730,0.125418,-0.015607,-0.019766,0.000476,0.000600,0.001797,-0.025895,0.130395,-0.034004,357091200.00,2011,4,26,12,0,0
2011.31827515,0.124221,-0.017599,-0.025290,0.000493,0.000613,0.001867,-0.004030,0.054623,-0.027493,357177600.00,2011,4,27,12,0,0
2011.32101300,0.124582,-0.019600,-0.015775,0.000484,0.000606,0.001845,-0.030929,0.063030,-0.037537,357264000.00,2011,4,28,12,0,0
2011.32375086,0.124148,-0.016334,-0.024162,0.000477,0.000596,0.001800,-0.027564,0.071337,-0.019847,357350400.00,2011,4,29,12,0,0
2011.32648871,0.123572,-0.015912,-0.030274,0.000474,0.000590,0.001787,-0.021497,0.059532,-0.030102,357436800.00,2011,4,30,12,0,0
2011.32922656,0.124780,-0.015385,-0.031700,0.000476,0.000598,0.001809,-0.034883,0.133944,-0.013097,357523200.00,2011,5,1,12,0,0
2011.33196441,0.122083,-0.015654,-0.031894,0.000479,0.000605,0.001829,-0.025799,0.077680,-0.030583,357609600.00,2011,5,2,12,0,0
2011.33470226,0.124425,-0.015321,-0.031823,0.000496,0.000630,0.001873,-0.032090,0.110815,-0.039293,357696000.00,2011,5,3,12,0,0
2011.33744011,0.121622,-0.016391,-0.028436,0.000483,0.000613,0.001815,-0.024277,0.123852,-0.014242,357782400.00,2011,5,4,12,0,0
2011.34017796,0.123548,-0.017233,-0.028490,0.000486,0.000613,0.001828,-0.023704,0.021607,-0.004757,357868800.00,2011,5,5,12,0,0
2011.34291581,0.123261,-0.016055,-0.019763,0.000484,0.000609,0.001816,-0.043640,0.144937,-0.007381,357955200.00,2011,5,6,12,0,0
2011.34565366,0.122992,-0.015180,-0.022576,0.000481,0.000611,0.001820,-0.025853,0.078183,-0.024173,358041600.00,2011,5,7,12,0,0
2011.34839151,0.123693,-0.015555,-0.026062,0.000477,0.000609,0.001808,-0.021296,0.058387,-0.028742,358128000.00,2011,5,8,12,0,0
2011.35112936,0.124046,-0.016054,-0.025927,0.000479,0.000608,0.001811,-0.019328,0.078054,-0.017514,358214400.00,2011,5,9,12,0,0
2011.35386721,0.124545,-0.015737,-0.025958,0.000480,0.000609,0.001838,-0.022761,0.037069,-0.025799,358300800.00,2011,5,10,12,0,0
2011.35660507,0.124814,-0.016838,-0.029261,0.000479,0.000597,0.001799,-0.032440,0.061595,-0.008872,358387200.00,2011,5,11,12,0,0
2011.35934292,0.123167,-0.014921,-0.025755,0.000479,0.000614,0.001825,-0.010981,0.125317,-0.014726,358473600.00,2011,5,12,12,0,0
2011.36208077,0.123881,-0.015743,-0.025975,0.000476,0.000608,0.001800,-0.019373,0.113970,-0.009543,358560000.00,2011,5,13,12,0,0
2011.36481862,0.123319,-0.015074,-0.027270,0.000472,0.000605,0.001791,-0.032270,0.130988,0.003949,358646400.00,2011,5,14,12,0,0
2011.36755647,0.122737,-0.015773,-0.019818,0.000474,0.000611,0.001814,-0.013816,0.030609,-0.018459,358732800.00,2011,5,15,12,0,0
2011.37029432,0.121153,-0.015364,-0.019579,0.000480,0.000609,0.001839,-0.021377,0.102659,-0.013169,358819200.00,2011,5,16,12,0,0
2011.37303217,0.122577,-0.017322,-0.026120,0.000474,0.000589,0.001779,-0.026020,0.094662,-0.011963,358905600.00,2011,5,17,12,0,0
2011.37577002,0.122799,-0.017419,-0.024253,0.000477,0.000619,0.001843,-0.012414,0.082060,-0.023301,358992000.00,2011,5,18,12,0,0
2011.37850787,0.122385,-0.015752,-0.024527,0.000475,0.000613,0.001809,-0.013051,0.063135,-0.012921,359078400.00,2011,5,19,12,0,0
2011.38124572,0.121966,-0.015837,-0.018708,0.000477,0.000605,0.001811,-0.026919,0.024668,-0.028197,359164800.00,2011,5,20,12,0,0
2011.38398357,0.123215,-0.014492,-0.020395,0.000478,0.000600,0.001793,-0.029886,0.075241,-0.028638,359251200.00,2011,5,21,12,0,0
2011.38672142,0.123149,-0.016789,-0.020003,0.000479,0.000611,0.001825,-0.023869,0.032216,-0.003942,359337600.00,2011,5,22,12,0,0
2011.38945927,0.122017,-0.013959,-0.017201,0.000500,0.000635,0.001902,-0.026962,0.071586,-0.029115,359424000.00,2011,5,23,12,0,0
2011.39219713,0.121332,-0.015590,-0.021148,0.000477,0.000599,0.001797,-0.030631,0.074837,-0.005567,359510400.00,2011,5,24,12,0,0
2011.39493498,0.122159,-0.014725,-0.028107,0.000473,0.000595,0.001775,-0.022624,0.055516,-0.015806,359596800.00,2011,5,25,12,0,0
2011.39767283,0.120752,-0.015016,-0.021309,0.000477,0.000607,0.001796,-0.034768,0.117175,-0.016318,359683200.00,2011,5,26,12,0,0
2011.40041068,0.119482,-0.014522,-0.025418,0.000482,0.000609,0.001829,-0.036148,0.064266,-0.016100,359769600.00,2011,5,27,12,0,0
2011.40314853,0.123508,-0.016611,-0.025126,0.000484,0.000610,0.001840,-0.023277,0.027378,-0.031298,359856000.00,2011,5,28,12,0,0
2011.40588638,0.122271,-0.016746,-0.023117,0.000473,0.000606,0.001799,-0.025296,0.051254,-0.013638,359942400.00,2011,5,29,12,0,0
2011.40862423,0.121950,-0.015935,-0.023180,0.000473,0.000600,0.001788,-0.018978,0.027787,-0.025902,360028800.00,2011,5,30,12,0,0
2011.41136208,0.121410,-0.018349,-0.022933,0.000481,0.000617,0.001835,-0.032071,0.059778,-0.026131,360115200.00,2011,5,31,12,0,0
2011.41409993,0.119656,-0.020015,-0.028331,0.000489,0.000623,0.001889,-0.047797,0.125602,-0.040870,360201600.00,2011,6,1,12,0,0
2011.41683778,0.120375,-0.017681,-0.026631,0.000477,0.000596,0.001805,-0.030133,0.125472,-0.014832,360288000.00,2011,6,2,12,0,0
2011.41957563,0.121708,-0.018110,-0.026297,0.000473,0.000596,0.001781,-0.031430,0.088328,-0.019456,360374400.00,2011,6,3,12,0,0
2011.42231348,0.121091,-0.016151,-0.029335,0.000478,0.000603,0.001819,-0.020742,0.085163,-0.026645,360460800.00,2011,6,4,12,0,0
2011.42505133,0.121850,-0.015163,-0.025368,0.000488,0.000620,0.001848,-0.040965,0.191956,-0.030430,360547200.00,2011,6,5,12,0,0
2011.42778919,0.122551,-0.016926,-0.025971,0.000479,0.000602,0.001819,-0.022875,0.064939,-0.041558,360633600.00,2011,6,6,12,0,0
2011.43052704,0.121755,-0.016388,-0.019532,0.000480,0.000605,0.001827,-0.021205,0.070741,-0.008610,360720000.00,2011,6,7,12,0,0
2011.43326489,0.121159,-0.016862,-0.021872,0.000492,0.000626,0.001911,-0.020989,0.024786,-0.027881,360806400.00,2011,6,8,12,0,0
2011.43600274,0.119398,-0.017269,-0.022039,0.000485,0.000620,0.001858,-0.003494,0.060027,-0.027244,360892800.00,2011,6,9,12,0,0
2011.43874059,0.120319,-0.015599,-0.024713,0.000476,0.000596,0.001797,-0.028594,0.161276,-0.034810,360979200.00,2011,6,10,12,0,0
2011.44147844,0.120496,-0.015538,-0.024874,0.000478,0.000602,0.001817,-0.033920,0.080490,-0.033541,361065600.00,2011,6,11,12,0,0
2011.44421629,0.121601,-0.017541,-0.024747,0.000473,0.000598,0.001785,-0.029424,0.065303,-0.017128,361152000.00,2011,6,12,12,0,0
2011.44695414,0.121318,-0.018125,-0.024959,0.000472,0.000594,0.001776,-0.019258,0.091116,-0.012229,361238400.00,2011,6,13,12,0,0
2011.44969199,0.123397,-0.017031,-0.026691,0.000473,0.000595,0.001780,-0.023625,0.082832,-0.034180,361324800.00,2011,6,14,12,0,0
2011.45242984,0.122955,-0.017064,-0.024450,0.000474,0.000599,0.001785,-0.025623,0.126019,-0.028976,361411200.00,2011,6,15,12,0,0
2011.45516769,0.121296,-0.015232,-0.018010,0.000477,0.000604,0.001799,-0.036802,0.103972,-0.026326,361497600.00,2011,6,16,12,0,0
2011.45790554,0.120302,-0.015845,-0.025804,0.000481,0.000617,0.001848,-0.019801,0.066666,-0.017378,361584000.00,2011,6,17,12,0,0
2011.46064339,0.119991,-0.016039,-0.023116,0.000480,0.000620,0.001848,-0.008221,0.045954,-0.010801,361670400.00,2011,6,18,12,0,0
2011.46338125,0.120578,-0.014929,-0.023198,0.000474,0.000597,0.001781,-0.032644,0.068599,-0.014437,361756800.00,2011,6,19,12,0,0
2011.46611910,0.120642,-0.016213,-0.018890,0.000475,0.000598,0.001795,-0.039511,0.113987,-0.023498,361843200.00,2011,6,20,12,0,0
2011.46885695,0.121481,-0.017111,-0.018047,0.000478,0.000614,0.001828,-0.031677,0.136448,-0.034036,361929600.00,2011,6,21,12,0,0
2011.47159480,0.120687,-0.016729,-0.023454,0.000478,0.000608,0.001830,-0.013357,0.070376,-0.029815,362016000.00,2011,6,22,12,0,0
2011.47433265,0.120041,-0.015908,-0.021913,0.000483,0.000614,0.001839,-0.028181,0.029897,-0.012638,362102400.00,2011,6,23,12,0,0
2011.47707050,0.119985,-0.014060,-0.026749,0.000476,0.000603,0.001812,-0.038175,0.136608,-0.017210,362188800.00,2011,6,24,12,0,0
2011.47980835,0.120414,-0.016454,-0.022755,0.000476,0.000597,0.001794,-0.034329,0.114609,-0.042941,362275200.00,2011,6,25,12,0,0
2011.48254620,0.119913,-0.015628,-0.021699,0.000486,0.000614,0.001842,-0.009402,0.053554,-0.041699,362361600.00,2011,6,26,12,0,0
2011.48528405,0.120059,-0.016526,-0.025745,0.000479,0.000613,0.001828,-0.005865,0.033126,-0.038076,362448000.00,2011,6,27,12,0,0
2011.48802190,0.120661,-0.019147,-0.024551,0.000488,0.000638,0.001906,-0.025751,0.048769,-0.017874,362534400.00,2011,6,28,12,0,0
2011.49075975,0.118812,-0.016599,-0.021223,0.000481,0.000611,0.001837,-0.020456,0.049007,-0.020998,362620800.00,2011,6,29,12,0,0
2011.49349760,0.120140,-0.018445,-0.024096,0.000480,0.000616,0.001828,-0.011326,0.117143,-0.028131,362707200.00,2011,6,30,12,0,0
2011.49623546,0.120478,-0.015610,-0.024178,0.000483,0.000617,0.001848,-0.022763,0.156803,-0.014875,362793600.00,2011,7,1,12,0,0
2011.49897331,0.118174,-0.016387,-0.024082,0.000486,0.000620,0.001878,-0.010892,0.062142,-0.011999,362880000.00,2011,7,2,12,0,0
2011.50171116,0.117807,-0.017261,-0.021970,0.000487,0.000640,0.001894,0.000754,0.036686,-0.015268,362966400.00,2011,7,3,12,0,0
2011.50444901,0.119496,-0.015546,-0.025408,0.000484,0.000625,0.001877,0.000130,-0.040088,-0.026441,363052800.00,2011,7,4,12,0,0
2011.50718686,0.117247,-0.016958,-0.029877,0.000491,0.000627,0.001858,-0.026509,0.068424,-0.037724,363139200.00,2011,7,5,12,0,0
2011.50992471,0.119475,-0.018250,-0.027305,0.000494,0.000634,0.001916,-0.012964,0.066033,0.003286,363225600.00,2011,7,6,12,0,0
2011.51266256,0.118956,-0.014235,-0.026012,0.000498,0.000641,0.001903,-0.010625,0.055888,-0.023125,363312000.00,2011,7,7,12,0,0
2011.51540041,0.120018,-0.018389,-0.026393,0.000486,0.000619,0.001854,-0.023808,0.056395,-0.028585,363398400.00,2011,7,8,12,0,0
2011.51813826,0.119092,-0.017946,-0.026361,0.000479,0.000622,0.001839,-0.023460,0.057668,-0.021798,363484800.00,2011,7,9,12,0,0
2011.52087611,0.119558,-0.017973,-0.029131,0.000488,0.000632,0.001903,-0.003942,0.088979,-0.019694,363571200.00,2011,7,10,12,0,0
2011.52361396,0.118047,-0.019537,-0.014619,0.000491,0.000642,0.001915,0.000266,0.084430,-0.005102,363657600.00,2011,7,11,12,0,0
2011.52635181,0.119665,-0.017917,-0.021426,0.000495,0.000643,0.001906,-0.030913,0.132268,-0.035691,363744000.00,2011,7,12,12,0,0
2011.52908966,0.118117,-0.016075,-0.016826,0.000495,0.000628,0.001872,-0.017521,0.023733,-0.056702,363830400.00,2011,7,13,12,0,0
2011.53182752,0.120923,-0.018468,-0.020609,0.000478,0.000614,0.001844,-0.013983,0.030593,-0.024995,363916800.00,2011,7,14,12,0,0
2011.53456537,0.118919,-0.017484,-0.019925,0.000481,0.000617,0.001852,-0.003532,0.010169,-0.041794,364003200.00,2011,7,15,12,0,0
2011.53730322,0.119160,-0.017267,-0.021704,0.000478,0.000616,0.001837,-0.011000,0.063006,-0.018867,364089600.00,2011,7,16,12,0,0
2011.54004107,0.120084,-0.019358,-0.026866,0.000490,0.000629,0.001893,-0.011717,0.158742,-0.016836,364176000.00,2011,7,17,12,0,0
2011.54277892,0.117774,-0.017123,-0.020816,0.000502,0.000650,0.001959,-0.016304,0.073994,-0.027968,364262400.00,2011,7,18,12,0,0
2011.54551677,0.119847,-0.018775,-0.028400,0.000684,0.000943,0.002629,-0.032755,-0.054258,0.037863,364348800.00,2011,7,19,12,0,0
2011.58932238,0.116065,-0.015022,-0.023280,0.000482,0.000620,0.001853,-0.018594,0.067774,-0.022623,365731200.00,2011,8,4,12,0,0
2011.59206023,0.118742,-0.015136,-0.022494,0.000484,0.000626,0.001881,-0.030871,0.115579,-0.028527,365817600.00,2011,8,5,12,0,0
2011.59479808,0.118226,-0.015856,-0.020368,0.000488,0.000632,0.001876,-0.003827,0.009758,-0.083986,365904000.00,2011,8,6,12,0,0
2011.59753593,0.118046,-0.015768,-0.016801,0.000489,0.000620,0.001856,-0.010589,0.177292,-0.043904,365990400.00,2011,8,7,12,0,0
2011.60027379,0.119079,-0.016242,-0.018876,0.000478,0.000612,0.001815,-0.004103,0.061191,-0.037353,366076800.00,2011,8,8,12,0,0
2011.60301164,0.120146,-0.017412,-0.016717,0.000487,0.000635,0.001893,-0.020670,0.002352,-0.031883,366163200.00,2011,8,9,12,0,0
2011.60574949,0.118945,-0.016388,-0.012771,0.000493,0.000646,0.001933,-0.025306,0.087689,-0.038936,366249600.00,2011,8,10,12,0,0
2011.60848734,0.115544,-0.017544,-0.015819,0.000490,0.000620,0.001896,-0.026901,0.088069,-0.000870,366336000.00,2011,8,11,12,0,0
2011.61122519,0.115196,-0.016031,-0.016626,0.000498,0.000621,0.001915,-0.012330,0.100586,-0.003944,366422400.00,2011,8,12,12,0,0
2011.61396304,0.117549,-0.015935,-0.018452,0.000485,0.000623,0.001857,0.002719,0.113673,-0.037208,366508800.00,2011,8,13,12,0,0
2011.61670089,0.118401,-0.015921,-0.018165,0.000480,0.000614,0.001866,-0.016853,0.088318,-0.041787,366595200.00,2011,8,14,12,0,0
2011.61943874,0.116104,-0.014133,-0.015091,0.000481,0.000619,0.001853,-0.009000,0.058177,-0.049746,366681600.00,2011,8,15,12,0,0
2011.62217659,0.116410,-0.015047,-0.024751,0.000489,0.000633,0.001885,-0.021825,0.062400,-0.040031,366768000.00,2011,8,16,12,0,0
2011.62491444,0.115976,-0.014856,-0.025930,0.000482,0.000618,0.001846,-0.004236,0.048039,-0.060245,366854400.00,2011,8,17,12,0,0
2011.62765229,0.115629,-0.017614,-0.016293,0.000488,0.000625,0.001854,-0.025197,0.044577,-0.016800,366940800.00,2011,8,18,12,0,0
2011.63039014,0.115422,-0.015274,-0.025947,0.000479,0.000616,0.001831,-0.007250,0.029849,-0.016455,367027200.00,2011,8,19,12,0,0
2011.63312799,0.116287,-0.016117,-0.016792,0.000481,0.000617,0.001848,-0.013796,0.001577,-0.037858,367113600.00,2011,8,20,12,0,0
2011.63586585,0.116714,-0.015328,-0.013057,0.000482,0.000623,0.001880,-0.013505,0.067633,-0.022665,367200000.00,2011,8,21,12,0,0
2011.63860370,0.115107,-0.015380,-0.020103,0.000479,0.000619,0.001839,-0.010542,0.098034,-0.032089,367286400.00,2011,8,22,12,0,0
2011.64134155,0.117278,-0.015517,-0.020426,0.000502,0.000642,0.001914,-0.015697,0.072355,-0.059430,367372800.00,2011,8,23,12,0,0
2011.64407940,0.114414,-0.024376,-0.012060,0.000497,0.000632,0.001885,-0.001698,0.080745,-0.049288,367459200.00,2011,8,24,12,0,0
2011.64681725,0.115140,-0.015658,-0.018187,0.000492,0.000628,0.001890,-0.005903,0.036768,-0.053614,367545600.00,2011,8,25,12,0,0
2011.64955510,0.116135,-0.016574,-0.014525,0.000485,0.000630,0.001875,-0.016420,0.020450,-0.031084,367632000.00,2011,8,26,12,0,0
2011.65229295,0.117105,-0.014612,-0.010843,0.000482,0.000620,0.001866,-0.003968,0.135486,-0.025232,367718400.00,2011,8,27,12,0,0
2011.65503080,0.116490,-0.014444,-0.017316,0.000499,0.000633,0.001899,0.001176,0.067424,-0.045881,367804800.00,2011,8,28,12,0,0
2011.65776865,0.115505,-0.015471,-0.014122,0.000476,0.000610,0.001814,-0.000346,0.060923,-0.028483,367891200.00,2011,8,29,12,0,0
2011.66050650,0.117306,-0.014950,-0.021591,0.000492,0.000620,0.001872,-0.012287,0.065996,-0.011386,367977600.00,2011,8,30,12,0,0
2011.66324435,0.116853,-0.015967,-0.019562,0.000490,0.000618,0.001873,-0.008982,0.105471,-0.029318,368064000.00,2011,8,31,12,0,0
2011.66598220,0.117412,-0.014498,-0.016430,0.000490,0.000636,0.001863,-0.004408,0.102782,-0.037314,368150400.00,2011,9,1,12,0,0
2011.66872005,0.115892,-0.016520,-0.022046,0.000504,0.000655,0.001917,-0.008015,0.065092,-0.036876,368236800.00,2011,9,2,12,0,0
2011.67145791,0.114692,-0.016390,-0.018386,0.000492,0.000631,0.001916,-0.000875,0.102084,-0.055626,368323200.00,2011,9,3,12,0,0
2011.67419576,0.116712,-0.016095,-0.020712,0.000494,0.000629,0.001875,-0.013424,0.081158,-0.046943,368409600.00,2011,9,4,12,0,0
2011.67693361,0.115387,-0.013477,-0.021204,0.000476,0.000611,0.001830,-0.006027,0.034602,-0.021305,368496000.00,2011,9,5,12,0,0
2011.67967146,0.115877,-0.017120,-0.025054,0.000477,0.000617,0.001842,-0.004114,0.036224,-0.024382,368582400.00,2011,9,6,12,0,0
2011.68240931,0.115339,-0.016225,-0.024940,0.000492,0.000630,0.001875,-0.029798,0.080758,-0.048452,368668800.00,2011,9,7,12,0,0
2011.68514716,0.117322,-0.015611,-0.021220,0.000494,0.000638,0.001887,-0.037925,0.053657,-0.039461,368755200.00,2011,9,8,12,0,0
